Id,SalePrice
1461,150214.869248
1462,182711.504933
1463,209554.776505
1464,219476.339624
1465,207229.404188
1466,203355.711266
1467,200336.417438
1468,193262.467223
1469,222253.981637
1470,137720.984622
1471,226511.780636
1472,117789.556631
1473,114136.633249
1474,180477.263483
1475,136998.72531
1476,377200.500713
1477,274226.416638
1478,314638.350021
1479,300528.391229
1480,489228.876942
1481,360776.844243
1482,229710.105915
1483,195372.883978
1484,186407.492988
1485,211912.885295
1486,219247.663535
1487,350002.624231
1488,268431.380359
1489,210686.32059
1490,236809.612898
1491,217611.849808
1492,113243.655229
1493,217864.010528
1494,320824.672621
1495,328046.84968
1496,245762.743487
1497,189190.916443
1498,172834.287359
1499,167742.85031
1500,160367.068868
1501,188631.276655
1502,160848.784643
1503,289649.428405
1504,260257.101337
1505,245361.150815
1506,215489.115518
1507,258429.021557
1508,229770.854486
1509,186466.342997
1510,171556.03982
1511,165701.8074
1512,197541.269267
1513,173955.991768
1514,211303.643132
1515,236626.047698
1516,195804.121937
1517,187844.320501
1518,164645.153863
1519,240251.465063
1520,146782.617039
1521,150326.628942
1522,210307.125207
1523,126536.6402
1524,149946.146176
1525,141894.126291
1526,143922.028071
1527,118750.197945
1528,159628.702941
1529,160699.70078
1530,218414.698164
1531,136973.61407
1532,113328.410718
1533,170969.095225
1534,143145.267584
1535,169744.871128
1536,125463.451739
1537,70050.5777758
1538,190507.523761
1539,222346.451671
1540,107313.671649
1541,169635.174848
1542,160017.824784
1543,233311.588794
1544,96480.7913756
1545,115909.174439
1546,144184.180882
1547,162259.460134
1548,153015.501891
1549,125352.392963
1550,157636.271974
1551,131581.895544
1552,145025.241049
1553,162556.142881
1554,124055.771862
1555,200599.110844
1556,89780.0277618
1557,118226.590145
1558,104848.17266
1559,97548.9593422
1560,164463.335135
1561,138867.121272
1562,141875.174298
1563,129018.958829
1564,184935.400279
1565,165309.16204
1566,279423.841602
1567,92335.538907
1568,258056.485468
1569,157562.661965
1570,151240.033186
1571,149106.359884
1572,167895.311262
1573,274285.848066
1574,134165.058775
1575,265935.044285
1576,258744.562741
1577,205100.847513
1578,166017.533747
1579,164552.782265
1580,217040.748538
1581,165886.107399
1582,147237.34664
1583,356933.911439
1584,250540.860711
1585,148366.113618
1586,80134.6625015
1587,122116.308728
1588,168961.525399
1589,107828.754557
1590,159981.482111
1591,107002.48016
1592,134931.530133
1593,152403.835715
1594,136298.29964
1595,123362.827093
1596,242525.215439
1597,203993.135128
1598,230563.872472
1599,202918.257576
1600,202443.265885
1601,71797.6672991
1602,121836.921415
1603,92838.5249074
1604,285046.024643
1605,282998.041351
1606,200265.905243
1607,201521.297178
1608,240917.179512
1609,205419.517112
1610,173873.871584
1611,171254.327869
1612,184128.276357
1613,182028.702355
1614,139992.23753
1615,95432.2711455
1616,83294.5736498
1617,104101.206476
1618,144684.350237
1619,169206.42987
1620,162699.681914
1621,157599.475295
1622,159635.748104
1623,303712.055713
1624,240681.721032
1625,147557.30906
1626,205412.697671
1627,216386.981221
1628,317952.661519
1629,210888.644029
1630,366429.645927
1631,236022.732997
1632,267308.668001
1633,195150.122675
1634,212541.107272
1635,207411.664191
1636,177811.122665
1637,213204.742678
1638,242303.026415
1639,219472.551568
1640,319253.134931
1641,210747.78917
1642,251662.499932
1643,244784.086717
1644,252486.183568
1645,239757.663688
1646,173662.774407
1647,183199.139011
1648,153367.187007
1649,160987.38079
1650,136905.941525
1651,144457.138787
1652,115933.155115
1653,123278.127062
1654,177361.432594
1655,175086.481402
1656,170878.285879
1657,176580.31862
1658,168770.852069
1659,145665.994195
1660,166543.659392
1661,452504.478089
1662,403322.999116
1663,409460.157088
1664,427847.034414
1665,326957.485929
1666,365392.648879
1667,383350.025482
1668,367734.75042
1669,319819.490963
1670,365349.98893
1671,287514.964642
1672,428917.516633
1673,317852.740384
1674,277495.765441
1675,206422.546662
1676,207516.597103
1677,237697.621118
1678,463350.730324
1679,400310.795007
1680,328624.603564
1681,250488.206236
1682,342054.9145
1683,200443.531049
1684,196603.083418
1685,201069.922149
1686,195270.553569
1687,197048.309508
1688,216152.712393
1689,220762.272309
1690,222374.037232
1691,205261.157678
1692,309131.061325
1693,184781.309675
1694,207454.144245
1695,191834.579456
1696,304385.288414
1697,196609.822651
1698,384319.353355
1699,349105.797742
1700,271020.65567
1701,293131.723292
1702,281129.7178
1703,288272.630244
1704,316050.230209
1705,249837.263599
1706,411929.235541
1707,221775.406864
1708,220477.846968
1709,315404.230863
1710,238425.431862
1711,284808.146243
1712,287355.816229
1713,283793.456165
1714,236028.255124
1715,218888.713013
1716,209393.59177
1717,193220.753399
1718,156221.03833
1719,221550.622606
1720,262907.985835
1721,191167.697848
1722,143103.252847
1723,172880.292008
1724,230548.021386
1725,261537.631672
1726,202817.078923
1727,175587.132063
1728,200440.910517
1729,200650.44254
1730,187411.911454
1731,135684.7599
1732,141761.434279
1733,128195.324263
1734,142299.573081
1735,143193.60093
1736,129654.02223
1737,354988.983116
1738,244593.20365
1739,257610.166614
1740,232558.866716
1741,198129.763246
1742,185385.021861
1743,193883.256295
1744,334283.664553
1745,231437.433647
1746,248791.812444
1747,260216.142775
1748,247804.471543
1749,185986.700732
1750,159630.178516
1751,286402.227446
1752,127896.756975
1753,176659.36933
1754,243382.668245
1755,190898.037662
1756,147758.175228
1757,133099.693562
1758,167803.940901
1759,198980.051323
1760,196194.035173
1761,184962.414599
1762,206327.914245
1763,213179.212662
1764,132780.92361
1765,213071.216742
1766,213443.595408
1767,269967.811088
1768,164629.357196
1769,208055.861421
1770,179700.198967
1771,146851.837428
1772,153160.776142
1773,147767.510424
1774,156038.096869
1775,162718.02939
1776,151611.278448
1777,128652.578358
1778,158232.832307
1779,136052.789145
1780,214947.342356
1781,148832.739071
1782,98094.3485188
1783,148210.14875
1784,112725.91824
1785,128761.807632
1786,157485.597201
1787,184273.693858
1788,58524.6336727
1789,107841.609614
1790,85565.2394722
1791,217063.570595
1792,181017.038528
1793,139813.355074
1794,173569.083557
1795,158031.925362
1796,152442.075256
1797,139146.350519
1798,133124.774737
1799,129266.989364
1800,142503.122803
1801,144170.276639
1802,187230.125649
1803,177583.549595
1804,167143.136508
1805,159026.172283
1806,138888.944577
1807,158709.234438
1808,150966.176651
1809,134564.501682
1810,174200.233439
1811,110419.70337
1812,108591.618682
1813,140484.815903
1814,110245.01312
1815,51981.1913225
1816,105845.558607
1817,120678.338157
1818,153716.493488
1819,127614.537331
1820,73638.4798536
1821,129154.792579
1822,165557.595039
1823,68217.2983563
1824,148403.244378
1825,146166.297069
1826,110154.006002
1827,115942.910529
1828,157958.886227
1829,134562.577509
1830,167369.039451
1831,180162.475488
1832,81075.5126268
1833,159910.451238
1834,142091.926159
1835,167904.323662
1836,148191.640186
1837,109244.23716
1838,149824.005505
1839,102146.065648
1840,174272.545558
1841,152319.476528
1842,93765.24141
1843,155004.300483
1844,155472.725141
1845,154799.348726
1846,172880.351886
1847,182045.230533
1848,52714.1058232
1849,138186.062547
1850,140616.337533
1851,175762.58006
1852,148052.419422
1853,151019.46679
1854,202720.615197
1855,182825.314079
1856,245126.781556
1857,164972.282177
1858,155217.523644
1859,143244.194732
1860,175578.571106
1861,144069.617245
1862,342379.492545
1863,352065.34314
1864,352128.711657
1865,354548.37849
1866,359605.121523
1867,266289.671325
1868,329165.035294
1869,223174.219203
1870,261246.960458
1871,278897.953965
1872,196126.386095
1873,256532.052773
1874,163244.499174
1875,228700.582258
1876,219762.923473
1877,230349.555179
1878,239989.471974
1879,139725.656907
1880,153320.79062
1881,268435.528748
1882,284491.324389
1883,212311.72882
1884,229090.47432
1885,289315.182992
1886,319365.646766
1887,232386.767838
1888,314827.199217
1889,189750.133023
1890,137933.701443
1891,154417.358625
1892,115950.419679
1893,156903.738401
1894,151655.196543
1895,160302.506673
1896,146195.188642
1897,135544.91067
1898,134093.561872
1899,156623.714726
1900,157218.432415
1901,185679.983436
1902,153899.604719
1903,228016.272166
1904,149826.443255
1905,222154.004234
1906,160549.585553
1907,237405.467374
1908,128106.84995
1909,162280.564247
1910,144884.908211
1911,242724.179622
1912,346169.653816
1913,151448.093491
1914,75221.5151217
1915,302199.651188
1916,69996.8392896
1917,298372.927332
1918,157363.620981
1919,214365.136705
1920,193240.015685
1921,444601.176817
1922,343259.108475
1923,248629.16244
1924,244465.851417
1925,236686.414648
1926,406476.080059
1927,150518.107394
1928,197312.835589
1929,134727.049339
1930,151052.235505
1931,165857.055392
1932,163621.17882
1933,189543.919321
1934,202808.856111
1935,200518.042784
1936,206832.380956
1937,218217.35894
1938,198914.37011
1939,258601.65822
1940,208474.911312
1941,201684.498584
1942,219050.636505
1943,216295.635547
1944,343019.784012
1945,385866.050221
1946,178078.14679
1947,303034.404432
1948,208308.311529
1949,280852.532039
1950,215855.508541
1951,301213.826259
1952,243400.173371
1953,194048.490626
1954,234882.348232
1955,150561.947027
1956,324535.991738
1957,185225.730568
1958,334733.613175
1959,171877.347533
1960,140097.648511
1961,141626.791963
1962,113518.406548
1963,120414.598018
1964,132024.577899
1965,165493.421475
1966,168378.214216
1967,301122.398815
1968,414479.064917
1969,393023.884988
1970,436507.835007
1971,452025.408287
1972,392166.115462
1973,302229.913056
1974,335710.621923
1975,441776.958873
1976,305008.37197
1977,369057.042056
1978,381972.333306
1979,341388.575405
1980,220755.146053
1981,352649.842168
1982,234534.211955
1983,222736.978877
1984,189490.995758
1985,245285.221562
1986,242408.33972
1987,197454.994866
1988,201055.256852
1989,218105.512868
1990,243207.769515
1991,246645.455777
1992,240808.685159
1993,191388.85712
1994,254796.646104
1995,211890.714533
1996,275345.099425
1997,349298.966907
1998,357066.093064
1999,279526.334323
2000,330792.300504
2001,291453.947598
2002,269589.09859
2003,284661.21013
2004,299840.505536
2005,246760.505956
2006,235802.240746
2007,287963.575979
2008,216035.265716
2009,210430.047697
2010,223329.938753
2011,159534.115758
2012,195733.226895
2013,195165.953021
2014,204182.003568
2015,224257.479262
2016,210521.627526
2017,216902.044085
2018,126970.525499
2019,153339.491929
2020,119349.250992
2021,124120.148915
2022,215980.509705
2023,172740.59524
2024,275659.817866
2025,375254.679212
2026,186831.211393
2027,158698.61322
2028,169381.958716
2029,181210.993076
2030,294920.352228
2031,252317.924402
